@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 2 -N 15-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 50'

@attribute Airs_Center_X_0_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Airs_Center_X_0_25 numeric
@attribute Hough_Lines_Horizontal_4_9 numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Airs_Center_X_7_16 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Airs_Center_Y_9_25 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Airs_Center_X_14_25 numeric
@attribute Airs_Center_X_17_25 numeric
@attribute Airs_Center_X_20_25 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Airs_Center_X_4_25 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_9_25 numeric
@attribute Mass_Center_X_0_25 numeric
@attribute Airs_Center_X_7_25 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Airs_Center_X_4_9 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Airs_Center_X_12_25 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_4 numeric
@attribute Mass_Center_Y_8_9 numeric
@attribute Harris_Corners_X_0_25 numeric
@attribute Airs_Center_X_8_25 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_X_0_25 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Center_X_2_25 numeric
@attribute Mass_Center_Y_9_16 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Airs_Center_X_5_25 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Airs_Center_X_7_9 numeric
@attribute Airs_Center_X_24_25 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
67.644,0,28.5714,87.234,0,3.22581,0,33.3333,15.1419,28.5714,47.8261,66.6667,135.031,0.398907,0.483607,44.7368,44.7368,0,0,0,38.0952,4.7619,68.4211,0,38.844,89.4737,0,0,0.403382,0.357396,74.1936,95.6522,47.3684,25,21.4286,0.576503,0,84.2105,7.44681,0,63.0435,20.9413,50,0,0,55.5556,47.3684,-26.3348,45.1613,0,person
69.3452,55.5556,19.0476,68.0556,0,0,53.5714,0,14.1812,9.52381,41.6667,100,150.479,0.312555,0,46.4286,42.8571,82.1429,0,0.617864,57.1429,14.2857,25,0,30.3464,90.4762,0.508117,0,0.432099,0.29107,31.25,94.4444,39.2857,27.2727,83.3333,0.642192,92.8571,57.1429,47.2222,-20.6349,45.218,24.8457,48.6111,0,0,0,46.4286,-29.4925,54.1667,0,person
0,0,12,93.3333,0,21.9048,0,12.5,16.7135,24,50,87.5,138.776,0,0.583877,47.2222,44.4444,0,15.9091,0,40,24,44.4444,10,60.9942,88.8889,0,0,0.447443,0.275314,83.3333,0,44.4444,30.7692,40,0.738104,0,66.6667,30.0945,0,81.8182,21.8079,48.8889,0,0.861111,0,42.963,197.977,56.1072,5.55556,person
0,0,4.16667,77.6316,0,10,0,25,14.8503,16.6667,47.3684,75,146.924,0,0.460472,43.3333,46.6667,0,26.3158,0,66.6667,12.5,76.6667,7.14286,64.9351,91.1712,0,0,0.22979,0.371532,68,0,40.303,22.2222,40,0.780071,0,73.3333,13.1579,0,57.8947,23.8545,43.4211,0,0.482273,0,46.6667,-28.038,58.6226,26.6667,person
0,0,29.0323,66.6667,0,3.125,0,40,16.9994,12.9032,45.8333,60,108.248,0,0.584248,44.7368,44.7368,0,0,0,54.8387,3.22581,63.1579,33.3333,39.3878,48.452,0,0,0.810185,0.339,48.4375,0,47.3684,23.0769,30,0.710728,0,47.3684,5.20833,0,43.75,21.6595,47.9167,0,0,0,47.3684,-10.8205,61.2981,0,person
77.5862,52.2727,21.7391,74.3778,0,3.44828,41.1765,0,16.4011,13.0435,43.1818,100,146.924,0.517932,0,44.1176,44.1176,50,0,0.546199,65.2174,0,35.2941,8.33333,40.8988,26.5597,0.494804,0,0.403535,0.368084,31.0345,45.4545,47.0588,23.5294,25,0.6829,2.94118,47.0588,3.40909,147.059,45.4545,24.326,47.7273,73.5294,0,13.6364,47.0588,-91.7783,46.466,0,person
61.0505,76.3158,50,58.1319,0,7.69231,60,0,14.0509,0,44.7368,100,151.367,0.425158,0.350998,46.6667,43.3333,73.3333,21.0526,0.542606,40,10,76.6667,25,50.6329,76.9106,0.373363,0,0.447368,0.497846,59.6154,94.7368,40,80,50,0.810389,93.3333,0,14.1026,86.6667,47.3684,24.3832,57.6923,0,0.534524,0,46.6667,-53.6541,48.0769,23.3333,person
87.5,83.3333,6.25,48,0,6.25,0,0,17.4757,0,45.8333,100,162.5,0.538235,0,25,40,0,0,0,93.75,0,45,25,38.1763,10,0,0,0.566239,0.129713,50,91.6667,55,0,40,0.314023,55,50,28,0,50,33.8235,48,45,0,0,65,-7.5692,40.625,0,person
84.2105,0,9.52381,48.2759,0,34.2105,0,20,19.2014,4.7619,28.5714,60,199.704,0,0.380029,45.4545,15.7343,0,46.4286,0,80.9524,4.7619,45.4545,21.4286,39.6552,81.8182,0,0,0.269841,0.197573,44.7368,48.2143,45.4545,33.3333,50,0.572047,50,45.4545,29.3103,0,46.4286,29.0086,48.2759,45.4545,0.410196,14.2857,18.1818,4.68722,50.2178,45.4545,person
80,70,12.5,55,0,5,79.1667,25,16.7183,12.5,43.3333,75,178.326,0.453609,0.451606,39.8148,41.6667,75,10,0.551471,68.75,6.25,20.8333,0,35.318,8.33333,0.791667,0,0.502614,0.220395,27.5,90,44.9074,75,100,0.55097,87.5,54.1667,18.3333,75,46.6667,20.6667,46.6667,45.8333,0.361656,33.3333,45.8333,-31.4254,34.0306,0,person
88.8889,0,5.26316,79.7573,0,11.1111,0,0,17.5644,5.26316,0,100,199.653,0.658333,0.538608,40,0,0,19.2308,0,89.4737,0,40,0,38.8889,50,0,80,0,0.465,40.5556,92.3077,45,100,0,0,0,45,35.1852,0,65.3846,26.5278,48.1481,60,0.372487,0,37,6.25,58.3333,0,person
64.7059,61.5385,12,48.0769,0,38.2353,80,0,15.0758,0,30.7692,100,184.911,0.546717,0.408152,45,30,70,53.8462,0.727273,88,0,45,0,47.1154,88.8889,0,0,0.355769,0.127095,32.3529,88.4615,45,100,50,0.678127,90,55,38.4615,80,50,31.016,50,45,0.462222,22.2222,25,22.8881,47.0588,40,person
64.1304,71.4286,31.9149,53.4344,0,0,80.3571,30.7692,21.7514,2.12766,0,53.8462,204.082,0.246567,0,46.4508,0,80.3571,0,0.478953,46.8085,19.1489,48.2143,20,29.3642,3.57143,0.383929,0,0,0.494261,31.5217,95.2381,44.6429,0,83.3333,0,96.4286,46.4286,48.5714,67.8571,46.6254,16.7081,54.2857,48.2143,0,9.09091,48.2143,143.52,51.087,0,person
91.1111,0,26.4706,87.5,0,0,0,25,20.9123,14.7059,0,16.6667,128.116,0,0,22.2222,0,0,0,0,41.1765,17.6471,53.7037,8.33333,36.8689,70.6617,0,0,0,0.34147,60,97.0588,51.8519,27.2727,37.5,0.841856,0,62.963,2.20588,0,55.8824,20.1736,60.2941,48.1481,0,40,48.1481,-12.0908,54.1737,0,person
84.0426,0,26.6667,63.3803,0,4.25532,0,35.2941,19.3909,13.3333,2.85714,41.1765,124.918,0.376923,0.677855,28.5714,0,0,0,0,46.6667,13.3333,53.5714,33.3333,35.5634,0.510204,0,0,0.038095,0.297128,57.4468,97.1429,48.2143,62.5,71.4286,0.687692,96.4286,66.0714,48.5915,0,52.8571,20.2946,55.1266,48.2143,0,31.25,48.2143,-24.5904,57.1809,0,person
94.3182,0,27.5,97.0149,0,5.68182,0,17.6471,18.7244,7.5,9.09091,35.2941,124.918,0.403199,0.459596,48.0769,0,0,0,0,55,10,42.2131,6.25,46.8777,65.3846,0,0,0.089991,0.512159,35.6044,96.9697,48.0769,13.3333,22.2222,0.812661,92.3077,92.3077,10.4478,0,52.7695,20.0758,50.5111,48.0769,0,43.75,50,1.72176,47.7832,0,person
79.0698,87.5,32.3529,47.0411,0,2.32558,0,35.7143,18.7113,14.7059,4.6875,64.2857,127.831,0.364055,0,20,0,0,0,0.73913,47.0588,5.88235,24.7079,8.69565,32.1705,12,0,0,0.048611,0.197271,39.5349,93.75,52,37.5,66.6667,0.476344,0,56,47.057,0,45.6092,19.7299,46.875,48,0,20,48,-24.8764,48.8372,0,person
83.3333,0,0,88.8889,0,44.4444,0,0,14.7849,0,23.0769,66.6667,195.519,0,0.755744,20,15,0,0,0,81.8182,18.1818,40,36.3636,37.747,80,0,0,0.239316,0.464431,25,76.9231,45,0,33.3333,0.739212,90,45,14.8148,0,46.1538,30.8943,48.1481,25,0,0,45,53.5396,52.7778,40,person
46.4286,59.0909,0,54.5455,0,39.2857,75,0,13.9773,16.6667,36.3636,100,216.942,0.506944,0.387654,43.75,37.5,37.5,36.3636,0.753086,58.3333,25,68.75,50,30.6818,82.2917,0,75,0.340909,0.164903,50,90.9091,37.5,0,100,0.504938,87.5,50,9.09091,75,45.4545,31.1508,47.7273,37.5,0,40,37.5,77.1605,25,37.5,person
66.6667,80.7692,5.26316,87.037,14.2857,41.6667,0,0,11.2329,10.5263,30.7692,83.3333,166.468,0.550347,0.452381,35,25,80,42.3077,0,73.6842,10.5263,50,11.1111,28.7037,91.5748,0,0,0.315234,0.253122,52.7778,84.6154,45,33.3333,28.5714,0.632168,80,50,20.3704,0,46.1538,31.25,51.8519,47.1818,0,10,45,26.0417,50,35,person
75,82.5,11.1111,78.75,0,3.84615,0,12.5,16.8448,11.1111,0,62.5,163.377,0.409864,0.501749,31.25,0,87.5,0,0,66.6667,11.1111,46.875,14.2857,35.625,12.5,0,0,0,0.309028,51.9231,95,39.1827,83.3333,33.3333,0.535147,87.5,53.125,48.75,0,62.5,28.3359,56.547,46.875,0,8.33333,26.746,52.0075,51.9231,0,person
90,76.6667,13.3333,46.6667,0,22.5,0,0,15.8526,0,23.3333,100,122.222,0.562222,0.754456,25,20.8333,0,33.3333,0.567568,73.3333,13.3333,50,25,40.1639,8.33333,0,0,0.29037,0.153145,27.5,86.6667,37.5,0,33.3333,0.331333,91.6667,45.8333,30,0,46.6667,28.1,42.3862,45.8333,0.850942,10,45.8333,-68,52.5,37.5,person
63.8889,46.1538,0,57.4074,0,8.33333,55,0,11.7845,0,46.1538,100,226.337,0.416157,0.334346,45,45,45,7.69231,0.268021,78.5714,21.4286,45,0,54.6296,-40,0.60463,0,0.446456,0.234301,27.7778,92.3077,45,12.5,66.6667,0.733333,90,50,14.5912,10,53.8462,21.2346,48.1481,0,0.420875,13.3333,0,-20.9877,55.5556,0,person
78.125,66.6667,8.33333,61.3081,0,34.0909,60,0,12.9771,0,0,100,184.911,0.388343,0.345804,35,0,60,25,0.64838,91.6667,0,40,0,44,6,0.616667,0,0,0.258506,40.625,62.5,40,20,0,0,90,45,42,20,41.6667,25.8721,48,45,0.404514,22.2222,45,249.388,59.375,0,person
75,67.8571,0,58.9286,0,39.2857,68.1818,0,13.3706,0,0,100,184.911,0.452391,0.394273,18.1818,0,68.1818,35.7143,0.642677,100,0,13.6364,0,46.4286,73.262,0.727273,0,0,0.38519,19.4444,92.8571,45.4545,0,0,0,90.9091,45.4545,42.8571,54.5455,39.2857,23.6111,44.6429,59.0909,0.461116,10,45.4545,-41.3223,58.3333,0,person
86.8421,60.7143,6.66667,44.8276,0,18.4211,63.6364,0,12.1008,13.3333,0,100,248.725,0.438296,0.400274,45.4545,0,59.0909,35.7143,0.523809,80,0,45.4545,20,27.5862,9.09091,0.636364,0,0,0.457382,18.4211,57.1429,50,33.3333,0,0.664251,86.3636,59.0909,27.9723,22.7273,39.2857,16.5904,37.931,45.4545,0.517376,16.6667,45.4545,-16.6434,68.4211,18.1818,person
85.7143,71.875,5.88235,89.0625,0,30.9524,66.6667,0,20.5882,5.88235,28.125,100,180.613,0.504977,0.566586,45.8333,0,70.8333,21.875,0.668094,88.2353,0,37.5,7.14286,42.9688,63.0952,0.708333,0,0,0.246892,47.619,87.5,66.6667,25,0,0.696296,91.6667,54.1667,35.9375,83.3333,53.125,24.6561,48.4375,75,0.705437,15.3846,0,-36.5432,59.5238,8.33333,person
92.5926,0,11.5385,76.25,0,20.3704,0,40,12.2642,7.69231,27.5,60,107.71,0.26,0.536329,43.75,21.875,50,0,0,65.3846,15.3846,9.375,0,35.1852,12.5,0,0,0.282184,0.235618,51.8519,95,43.75,16.6667,100,0.604056,93.75,56.25,11.25,0,52.5,19.5767,51.25,15.625,0,8.33333,0,2.04082,50.4512,46.875,person
72.9167,0,4.7619,84.7222,0,10.4167,0,0,11.5397,4.7619,44.4444,100,116.213,0.625,0.364721,46.4286,46.4286,85.7143,8.33333,0,85.7143,4.7619,78.5714,0,38.1944,85.7143,0,0,0.413333,0.317705,52.0833,94.4444,46.4286,33.3333,55.5556,0.661647,92.8571,75,18.0556,0,63.8889,16.3095,48.6111,0,0.371961,0,0,177.99,75,46.4286,person
88.4615,90,14.8148,78.75,0,36.5385,0,12.5,11.7094,22.2222,42.5,87.5,82.1828,0.441897,0,25,40.625,81.25,0,0.75,44.4444,18.5185,31.25,0,32.5,23.5465,0,0,0.433616,0.041026,40.4445,90,56.25,10,83.3333,0.517366,93.75,46.875,47.5,0,42.5,21.0059,46.25,46.1538,0,0,78.125,207.448,48.0769,32.5893,person
48.3871,78.2609,30,85.1064,0,22.5806,73.6842,0,15.4013,30,13.0435,100,100,0.273957,0.553147,0,5.26316,39.4737,58.6956,0.645446,30,10,13.1579,0,32.1053,173.684,0.811403,76.3158,0.109501,0.128837,25.8064,95.6522,53.2895,40,80,0.456942,89.4737,50,23.4043,89.4737,45.6522,14.6584,50,0,0.92402,13.3333,0,-138.408,48.3871,42.1053,person
44.6429,88.0952,15.3846,67.8571,0,25.5273,88.2353,0,14.3784,19.2308,33.3333,100,87.5,0.348015,0.303662,17.6471,26.4706,47.0588,47.619,0.394583,61.5385,3.84615,20.5882,0,34.1176,107.612,0.782913,0,0.271053,0.101515,46.4286,95.2381,47.0588,0,50,0.512562,94.1176,50,34.4162,88.2353,50,12.4459,48.8095,0,0.47,0,0,-70.0184,21.4286,47.0588,person
54.4118,48,33.3333,90.1961,0,25,55,50,15.6232,24.2424,28,50,116.213,0.38627,0.330719,25,17.5,52.5,42,0.544242,33.3333,9.09091,40,42.8571,48.5437,64.8684,0.621154,0,0.158974,0.440372,61.7647,94.4,47.5,66.6667,42.8571,0.917857,93.3333,0,15.6863,1.66667,78.382,23.6975,56.8627,77.5,0.444095,43.75,47.5,28.9618,63.2353,45,person
51.4706,48,36.6667,77.451,0,23.5294,50,44.4444,17.6316,16.6667,14,44.4444,115.756,0.28578,0.473775,29.9306,5,50,42,0.451644,36.6667,10,45,37.5,45.1456,3.76812,0.606731,52.5,0.1,0.740576,51.4706,79.2,41.3235,83.3333,33.3333,0.939286,92.5,55,13.8512,-4.28571,66,21.8908,51.9608,85,0.381977,33.3333,0,6.36982,52.9412,42.5,person
51.3158,48.2143,43.3333,75.4386,0,32.8947,50,25,15.818,20,30.3571,62.5,121.875,0.261402,0.407038,47.7273,0,38.6364,42.8571,0.395596,30,6.66667,47.7273,13.6364,42.1053,-4.6021,0.704072,73.5795,0,0.400582,46.0526,92.8571,46.89,100,0,0.033168,90.9091,53.8165,24.5614,-16.0097,62.5,10.7227,48.2456,70.4545,0.346566,46.6667,36.3636,8.94282,48.6842,45.4545,person
50,50,31.0345,74.8522,0,30.3135,56.25,71.4286,21.0808,24.1379,0,28.5714,124.918,0.334894,0.36858,66.6667,0,45.8333,43.3333,0.510166,37.931,6.89655,51.1295,15,53.719,-11.859,0.599789,0,0,0.793658,48.75,96.6667,47.9167,100,25,0.943001,94.4444,47.9167,34.1667,117.917,80.1137,19.5455,75,77.0833,0.496129,35,0,17.9191,48.75,47.9167,person
57.1429,50,29.4118,74.5283,0,37.1429,47.619,44.4444,14.0286,11.7647,44.2308,55.5556,124.918,0.385882,0.328724,47.619,42.8571,47.619,42.3077,0.315451,41.1765,17.6471,47.619,39.1304,53.271,90.4762,0.542663,85.7143,0.379847,0.353671,48.5714,17.9487,47.619,75,40,0.730613,90.4762,47.619,12.2642,4.7619,80.7692,22.5495,57.5472,0,0.482993,30,38.0952,37.8698,41.4418,38.0952,person
83.3333,0,0,75,0,30.5556,0,0,18.4091,10,0,100,202.96,0,0.367633,45.4545,0,0,28.5714,0,90,0,72.7273,0,62.126,81.8182,0,0,0,0.310377,51.4858,0,77.2727,0,0,0.835185,0,45.4545,39.2857,0,50,31.8056,50,0,0.529762,0,27.2727,6.25,63.8889,36.3636,person
0,0,0,92.8571,0,7.89474,0,0,16.4228,0,35.7143,100,195.855,0,0.317789,18.1818,31.8182,0,28.5714,0,76.9231,23.0769,59.0909,23.0769,38.5965,81.8182,0,0,0.340774,0.298179,44.7368,0,36.3636,20,42.8571,0.653862,0,53.7879,25,0,46.4286,32.3492,48.2143,0,0.607005,0,45.4545,232.005,55.2632,36.3636,person
86.6667,0,14.2857,90.9091,0,10,0,0,23,0,45.4545,100,241.176,0.393939,0.237044,44.4444,38.8889,0,18.1818,0,71.4286,14.2857,33.3333,0,47.7778,77.7778,0,0,0.35469,0.307146,66.6667,59.0909,44.4444,0,25,0.792271,66.6667,0,20.4545,0,45.4545,33.5354,45.4545,77.7778,0.476667,0,44.4444,-183.655,40,0,person
82.3529,0,0,90.3846,11.1111,8.82353,0,0,16.9697,7.69231,23.0769,100,392.562,0,0.365093,45,15,0,15.3846,0,92.3077,0,45,10,49.9132,86.6667,0,0,0.311538,0.541049,82.3529,84.6154,35,0,33.3333,0.64488,80,0,28.8462,0,63.4615,25.1634,53.8462,0,0.544572,0,45,-18.0041,41.1765,25,person
90.4762,87.5,5.26316,93.75,0,21.4286,0,0,16.4286,0,43.75,71.4286,134.298,0.300676,0.470968,45.8333,58.3333,0,28.125,0,89.4737,5.26316,57.7509,23.0769,54.3453,125,0,45.8333,0.396528,0.303428,50,93.75,41.6667,100,66.6667,0.621192,58.3333,58.3333,28.125,0,46.875,43.758,48.4375,0,0.46164,16.6667,45.8333,232.834,40.4762,25,person
0,0,0,85,0,30,0,25,22.8179,35.7143,0,50,257.964,0,0.324,45.8333,0,0,25.1515,0,64.2857,0,45.8333,10,43.3333,-35.4167,0,0,0,0.179398,57.5,0,83.3333,0,12.5,0.796875,0,50,41.6667,0,38.9088,35.3125,46.6667,0,0.518335,0,29.1667,380.859,57.5,25,person
0,0,0,48.2057,0,19.8065,0,0,16.0112,0,9.09091,100,276.817,0,0.297446,44.4444,0,0,27.2727,0,100,0,44.4444,0,36.6667,11.1111,0,0,0,0.441231,73.3333,90.9091,61.1111,0,0,0.766831,88.8889,61.1111,31.3636,0,53.4091,39.0805,43.1818,72.2222,0.499646,0,44.4444,421.333,72.6882,0,person
0,0,0,77.4193,0,40,0,0,22.8261,0,0,100,262.346,0,0.278779,62.5,0,0,36.6667,0,100,0,50,0,47.5806,-52.5641,0,66.6667,0,0.367863,57.6049,0,58.3333,0,0,0.633333,0,50,41.9355,0,51.5968,30.8333,48.3871,0,0.32795,0,45.8333,-6.9281,53.1044,8.33333,person
0,0,13.3333,84.0909,0,39.9351,0,0,18.7879,0,18.1818,100,249.307,0,0.214296,43.75,12.5,50,33.3992,0,80,6.66667,43.75,0,71.5909,25,0,0,0.249158,0.318434,46.4286,72.7273,56.25,0,100,0.699495,37.5,50,43.1818,0,50,36.7965,54.5819,0,0.263062,0,0,10.3444,17.8571,25,person
0,0,6.66667,90.3226,0,8.99471,0,0,22.7273,0,10,100,276.817,0,0.363741,25,0,0,10,0,86.6667,6.66667,37.5,12.5,57.9365,92.1717,0,45.8333,0.1,0.235106,52.381,0,41.6667,25,50,0.759666,0,45.8333,34.8101,0,51.6667,30.2135,46.7742,0,0.449675,0,45.8333,48.8274,47.619,41.6667,person
81.25,50,36.8421,57.3925,0,4.16667,46.4286,50,17.8472,15.7895,47.2222,50,274.235,0.452255,0.554812,46.4286,46.4286,50,5.55556,0.417549,36.8421,10.5263,46.4286,0,37.4416,78.5714,0.603175,0,0.41868,0.3856,42.6792,22.2222,39.2857,66.6667,60,0.639583,53.5714,71.4286,8.33333,5.04202,36.1111,12.5,44.4444,46.4286,0.638889,5.88235,15.4762,199.653,50,0,person
66,47.3684,39.2857,73.6842,0,4,46.6667,33.3333,18.649,0,47.3684,66.6667,192,0.474311,0.645845,40,46.6667,46.6667,0,0.351457,42.8571,17.8571,10,50,55.8442,6.66667,0.491562,83.3333,0.50958,0.301684,50,94.7368,49.4444,80,60,0.505977,3.33333,70,14.4737,0.952381,57.4792,22.5714,55.2632,0,0,14.2857,0,4.47869,52,0,person
58,42.1053,20,51.3158,0,4,53.3333,25,20.0163,0,47.3684,50,0,0.505784,0,46.6667,43.3333,46.6667,0,0.264979,60,20,47.5,0,56.5789,0,0.464366,0,0.43609,0.536349,32,2.63158,46.6667,16.6667,50,0.794215,3.33333,36.6667,2.63158,-4.31373,39.4737,23.2,50,0,0,0,30,221.702,56,0,person
58.7776,42.1053,23.5294,62.5578,0,3.84615,46.6667,50,18.8244,11.7647,47.3684,50,178.326,0.375686,0.466885,46.6667,46.6667,50,0,0.476236,52.9412,11.7647,36.1111,33.3333,56.3291,6.66667,0.335318,0,0.383626,0.463051,50,19.2982,46.6667,100,33.3333,0.788923,52,83.3333,5.12821,6.66667,55.2632,25.8974,50,46.6667,0,6.66667,30,4.93827,53.8462,0,person
59.2593,47.5,21.4286,67.5166,0,3.7037,53.125,50,18.4701,0,47.5,50,184.911,0.555137,0,59.375,46.875,46.875,0,0.255298,57.1429,21.4286,24.0961,16.6667,53.8004,56.25,0.424573,0,0.329167,0.478279,20.3704,15,46.875,40,0,0.685922,18.75,0,7.31707,87.5,58.997,24.2424,60.9756,84.375,0,0,40.625,266.529,26.6257,0,person
96.9231,0,35.4167,91.8367,0,21.5385,0,30,22.952,12.5,0,20,115.255,0,0.58272,76.9231,0,0,5.10204,0,43.75,8.33333,52.4518,28.5714,52.2843,-4.46084,0,48.7179,0,0.636599,50,0,51.2821,16.6667,28.5714,0.924242,0,48.7179,19.898,0,57.2595,17.972,55.756,0,0.586735,21.4286,10.2564,153.335,49.3829,0,person
48.75,0,43.3333,74.9741,0,0,0,33.3333,16.6289,10,21.6667,33.3333,124.918,0.151282,0,0,6.25,47.9167,0,0,40,6.66667,25,15.3846,27.459,4.16667,0,81.25,0.137037,0.248429,41.0473,93.3333,45.1389,33.3333,100,0.552381,0,43.75,48.3607,0,53.4441,17.7308,46.7213,0,0,4.7619,0,15.9288,48.75,22.9167,person
0,0,40.4762,61.0294,0,3.33333,0,41.6667,20.1178,14.2857,0,25,118.977,0,0.505719,53.7037,0,0,2.94118,0,35.7143,9.52381,51.8519,31.5789,41.2409,18.5185,0,0,0,0.461933,50,97.0588,48.1481,30.7692,28.5714,0.865196,0,0,12.5,0,52.6646,20.0654,68.3824,48.1481,0.509804,12.5,48.1481,2.16263,63.3333,0,person
95.5556,0,26.6667,91.1765,0,11.8103,0,18.75,19.2777,6.66667,4.41176,25,127.107,0,0,48.1481,0,0,0,0,53.3333,13.3333,35.1852,23.0769,38.9706,33.0856,0,0,0.084967,0.294341,51.0005,89.7059,40.7407,12.5,40,0.553574,0,85.1852,5.14706,0,47.0588,19.7101,54.9078,48.1481,0,6.66667,48.1481,2.1004,42.8205,0,person
0,0,38.7097,94.8718,0,11.5385,0,26.6667,23.4565,12.9032,0,13.3333,129.645,0,0.469947,62.9032,0,0,10.2564,0,41.9355,6.45161,49.4784,11.1111,53.5256,74.4796,0,0,0,0.36431,50.9461,0,54.8387,0,44.4444,0.544118,0,0,18.5897,0,51.8069,18.2692,52.0519,48.3871,0.3878,0,48.3871,23.0592,37.9808,3.22581,person
58,65.7895,26.9231,93.4211,0,30,60.211,20,15.1274,23.0769,15.7895,60,150.513,0.409776,0.522004,0,10,80,31.5789,0.700855,38.4615,11.5385,46.6667,23.0769,63.655,80,0.833333,70,0.1563,0.356849,38,92.1053,46.6667,50,50,0.817476,88.8889,63.3333,25,66.6667,44.7368,23.3846,48.6842,50,0.284493,50,20,-17.2584,58,30,person
78.5714,73.8095,39.4737,74.4186,0,39.2857,82.3529,42.8571,16.6546,5.26316,0,57.1429,161.111,0.611193,0.559678,0,0,79.4118,26.1905,0.597076,44.7368,10.5263,26.3732,36.3636,44.7674,5.88235,0.823529,55.8824,0,0.377802,46.4286,73.8095,0,75,40,0.790123,94.1176,50,19.7674,76.4706,47.619,24.2997,52.297,47.0588,0.48157,29.4118,47.0588,-34.6021,62.5,29.4118,person
48.2759,47.7273,26.9231,81.8182,0,6.89655,50,37.5,18.5185,3.84615,0,50,150.884,0.498177,0.622274,85.2941,0,47.0588,15.9091,0.488746,57.6923,11.5385,52.9412,30,48.2259,-2.44173,0.639612,79.4118,0,0.550767,56.8965,42.0455,47.0588,100,25,0,66.3866,67.6471,9.09091,88.2353,43.1818,25.1326,51.733,47.0588,0.348718,33.3333,47.0588,35.7495,56.8965,14.7059,person
67.2573,47.5,30.4348,75.721,0,26.9231,46.875,33.3333,16.1491,21.7391,25,66.6667,166.468,0.485929,0.562119,65.625,21.875,46.875,37.5,0.635179,39.1304,8.69565,56.25,16.6667,70.625,87.5,0.372549,0,0.217708,0.145801,54.9053,95,46.875,75,30.7692,0.78258,93.75,0,11.9872,16.4062,55,27.4725,58.1433,53.125,0.364644,41.6667,32.4519,-0.876828,46.1538,37.5,person
64,75.8581,33.3333,73.536,0,30,46.6667,25,14.6739,4.7619,10.5263,75,178.326,0.615036,0.534339,0,0,83.3333,39.4737,0.845588,61.9048,0,50,15.3846,54.0259,86.6667,0,0,0.052632,0.331326,62,92.1053,46.6667,20,16.6667,0.809783,8.33333,0,19.7368,150.667,47.3684,27.7391,59.2011,56.6667,0.42711,50,46.6667,0.94518,48,36.6667,person
89.6552,0,8.82353,71.6346,20,6.89655,0,16.6667,13.7391,8.82353,47.619,83.3333,121.875,0.352941,0.257586,47.0588,47.0588,0,4.7619,0,73.5294,8.82353,47.0588,0,53.7232,17.6471,0,0,0.476891,0.289588,34.4828,76.1905,47.0588,0,60,0.649925,94.1176,79.4118,31.0137,0,66.6667,19.574,62.7907,47.0588,0,0,26.4706,163.067,26.4973,23.5294,person
87.5,86.6667,9.52381,51.6129,0,7.5,79.1667,0,11.4223,9.52381,51.5789,100,131.483,0.461067,0.338323,29.1667,37.5,83.3333,6.66667,0.329787,71.4286,9.52381,54.1667,7.14286,36.4528,-4.78142,0,0,0.419048,0.211596,45,73.3333,45.8333,25,66.6667,0.678351,83.3333,58.3333,6.45161,66.6667,60,21.1111,46.7742,45.8333,0.567801,20,25,186.763,47.5,0,person
