@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 2 -N 15'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Airs_Triangle_1_X_0_4 numeric
@attribute Harris_Corners_X_0_4 numeric
@attribute Hough_Lines_Vertical_0_4 numeric
@attribute Hough_Lines_Horizontal_0_4 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Hough_Lines_DiagonalNeg_0_4 numeric
@attribute Hough_Circles_Radius_0_4 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_X_1_4 numeric
@attribute Airs_Triangle_1_Y_1_4 numeric
@attribute Harris_Corners_X_1_4 numeric
@attribute Mass_Center_X_1_4 numeric
@attribute Mass_Center_Y_1_4 numeric
@attribute Hough_Lines_Vertical_1_4 numeric
@attribute Hough_Lines_Horizontal_1_4 numeric
@attribute Hough_Lines_DiagonalPos_1_4 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Hough_Circles_Radius_1_4 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Triangle_1_X_2_4 numeric
@attribute Airs_Triangle_1_Y_2_4 numeric
@attribute Harris_Corners_X_2_4 numeric
@attribute Mass_Center_X_2_4 numeric
@attribute Mass_Center_Y_2_4 numeric
@attribute Hough_Lines_Vertical_2_4 numeric
@attribute Hough_Lines_Horizontal_2_4 numeric
@attribute Hough_Lines_DiagonalPos_2_4 numeric
@attribute Hough_Lines_DiagonalNeg_2_4 numeric
@attribute Hough_Circles_Radius_2_4 numeric
@attribute Airs_Center_X_3_4 numeric
@attribute Airs_Triangle_1_Y_3_4 numeric
@attribute Harris_Corners_X_3_4 numeric
@attribute Mass_Center_X_3_4 numeric
@attribute Mass_Center_Y_3_4 numeric
@attribute Hough_Lines_Vertical_3_4 numeric
@attribute Hough_Lines_Horizontal_3_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Hough_Lines_DiagonalNeg_3_4 numeric
@attribute Hough_Circles_Radius_3_4 numeric
@attribute Airs_Center_X_0_9 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Hough_Lines_Vertical_0_9 numeric
@attribute Hough_Lines_DiagonalPos_0_9 numeric
@attribute Hough_Lines_DiagonalNeg_0_9 numeric
@attribute Airs_Center_X_1_9 numeric
@attribute Airs_Triangle_1_X_1_9 numeric
@attribute Airs_Triangle_1_Y_1_9 numeric
@attribute Harris_Corners_X_1_9 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalPos_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_1_9 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Hough_Lines_Vertical_2_9 numeric
@attribute Hough_Lines_DiagonalPos_2_9 numeric
@attribute Hough_Lines_DiagonalNeg_2_9 numeric
@attribute Airs_Triangle_1_Y_3_9 numeric
@attribute Airs_Triangle_2_X_3_9 numeric
@attribute Airs_Length_Contours_3_9 numeric
@attribute Harris_Corners_X_3_9 numeric
@attribute Mass_Center_X_3_9 numeric
@attribute Mass_Center_Y_3_9 numeric
@attribute Hough_Lines_Horizontal_3_9 numeric
@attribute Hough_Lines_DiagonalPos_3_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_9 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Center_X_4_9 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Mass_Center_Y_4_9 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Hough_Lines_Horizontal_4_9 numeric
@attribute Hough_Lines_Nb_4_9 numeric
@attribute Airs_Triangle_1_Y_5_9 numeric
@attribute Airs_Triangle_2_X_5_9 numeric
@attribute Harris_Corners_X_5_9 numeric
@attribute Mass_Center_Y_5_9 numeric
@attribute Hough_Lines_Vertical_5_9 numeric
@attribute Hough_Lines_Horizontal_5_9 numeric
@attribute Hough_Lines_DiagonalPos_5_9 numeric
@attribute Hough_Lines_DiagonalNeg_5_9 numeric
@attribute Black_Pixel_6_9 numeric
@attribute Airs_Triangle_1_X_6_9 numeric
@attribute Airs_Triangle_1_Y_6_9 numeric
@attribute Mass_Center_X_6_9 numeric
@attribute Hough_Lines_Vertical_6_9 numeric
@attribute Hough_Lines_Horizontal_6_9 numeric
@attribute Hough_Lines_DiagonalPos_6_9 numeric
@attribute Hough_Lines_DiagonalNeg_6_9 numeric
@attribute Black_Pixel_7_9 numeric
@attribute Airs_Center_X_7_9 numeric
@attribute Airs_Triangle_1_X_7_9 numeric
@attribute Airs_Length_Contours_7_9 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Hough_Lines_Vertical_7_9 numeric
@attribute Hough_Lines_Horizontal_7_9 numeric
@attribute Hough_Lines_DiagonalNeg_7_9 numeric
@attribute Hough_Circles_Radius_7_9 numeric
@attribute Airs_Triangle_1_Y_8_9 numeric
@attribute Mass_Center_Y_8_9 numeric
@attribute Hough_Lines_DiagonalPos_8_9 numeric
@attribute Hough_Lines_DiagonalNeg_8_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Hough_Lines_DiagonalPos_1_16 numeric
@attribute Mass_Center_X_2_16 numeric
@attribute Mass_Center_Y_2_16 numeric
@attribute Hough_Lines_Horizontal_2_16 numeric
@attribute Airs_Triangle_2_X_3_16 numeric
@attribute Hough_Lines_DiagonalNeg_3_16 numeric
@attribute Mass_Center_Y_4_16 numeric
@attribute Hough_Lines_Horizontal_4_16 numeric
@attribute Airs_Triangle_1_X_5_16 numeric
@attribute Airs_Triangle_1_Y_5_16 numeric
@attribute Mass_Center_Y_5_16 numeric
@attribute Hough_Lines_Vertical_5_16 numeric
@attribute Mass_Center_X_6_16 numeric
@attribute Hough_Lines_Nb_6_16 numeric
@attribute Airs_Center_X_7_16 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_8_16 numeric
@attribute Hough_Lines_Horizontal_8_16 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Mass_Center_Y_9_16 numeric
@attribute Airs_Center_Y_10_16 numeric
@attribute Mass_Center_X_10_16 numeric
@attribute Hough_Lines_DiagonalPos_10_16 numeric
@attribute Mass_Center_X_11_16 numeric
@attribute Harris_Corners_X_12_16 numeric
@attribute Mass_Center_Y_12_16 numeric
@attribute Hough_Lines_Horizontal_12_16 numeric
@attribute Airs_Triangle_1_Y_14_16 numeric
@attribute Mass_Center_X_14_16 numeric
@attribute Hough_Lines_Vertical_14_16 numeric
@attribute Hough_Lines_DiagonalPos_14_16 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Hough_Lines_Vertical_15_16 numeric
@attribute Airs_Center_X_0_25 numeric
@attribute Airs_Triangle_1_X_0_25 numeric
@attribute Harris_Corners_X_0_25 numeric
@attribute Mass_Center_X_0_25 numeric
@attribute Mass_Center_Y_1_25 numeric
@attribute Airs_Center_X_2_25 numeric
@attribute Airs_Center_X_3_25 numeric
@attribute Airs_Triangle_1_Y_3_25 numeric
@attribute Hough_Lines_Vertical_3_25 numeric
@attribute Black_Pixel_4_25 numeric
@attribute Airs_Center_X_4_25 numeric
@attribute Airs_Triangle_1_Y_4_25 numeric
@attribute Hough_Lines_Vertical_4_25 numeric
@attribute Airs_Center_X_5_25 numeric
@attribute Airs_Center_X_6_25 numeric
@attribute Airs_Center_X_7_25 numeric
@attribute Mass_Center_X_7_25 numeric
@attribute Mass_Center_Y_7_25 numeric
@attribute Airs_Center_X_8_25 numeric
@attribute Mass_Center_X_8_25 numeric
@attribute Mass_Center_Y_8_25 numeric
@attribute Black_Pixel_9_25 numeric
@attribute Airs_Center_Y_9_25 numeric
@attribute Airs_Triangle_1_X_9_25 numeric
@attribute Airs_Length_Contours_9_25 numeric
@attribute Mass_Center_X_9_25 numeric
@attribute Mass_Center_Y_9_25 numeric
@attribute Hough_Lines_Nb_9_25 numeric
@attribute Airs_Center_X_10_25 numeric
@attribute Mass_Center_X_10_25 numeric
@attribute Airs_Triangle_1_Y_11_25 numeric
@attribute Hough_Lines_Vertical_11_25 numeric
@attribute Airs_Center_X_12_25 numeric
@attribute Mass_Center_Y_12_25 numeric
@attribute Airs_Center_X_13_25 numeric
@attribute Mass_Center_X_13_25 numeric
@attribute Airs_Center_X_14_25 numeric
@attribute Mass_Center_X_14_25 numeric
@attribute Airs_Center_Y_15_25 numeric
@attribute Mass_Center_Y_15_25 numeric
@attribute Mass_Center_X_16_25 numeric
@attribute Mass_Center_Y_16_25 numeric
@attribute Airs_Center_X_17_25 numeric
@attribute Airs_Triangle_1_Y_17_25 numeric
@attribute Harris_Corners_X_17_25 numeric
@attribute Airs_Center_Y_18_25 numeric
@attribute Mass_Center_Y_19_25 numeric
@attribute Airs_Center_X_20_25 numeric
@attribute Airs_Triangle_1_X_21_25 numeric
@attribute Harris_Corners_X_21_25 numeric
@attribute Hough_Lines_Horizontal_21_25 numeric
@attribute Airs_Center_X_22_25 numeric
@attribute Airs_Triangle_1_X_22_25 numeric
@attribute Mass_Center_Y_22_25 numeric
@attribute Airs_Center_X_23_25 numeric
@attribute Mass_Center_Y_23_25 numeric
@attribute Airs_Center_X_24_25 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
52.3256,1.16279,21.5533,0.386954,0.423763,30,45,15,10,43.7984,52.2337,31.4433,1,51.1628,-8.1991,67.4419,0,0,100,0,16.6667,48.8372,-8.13953,4.34028,78.1395,0.501659,0.236314,22.2222,44.4444,0,33.3333,56.25,50,-69.7674,4.34028,65.1163,0.3178,0.334894,50,37.5,0,12.5,54.1667,43.1334,3.78383,61.6279,0.565114,0.477341,0,37.5,62.5,0,33.3333,44.6429,0.710723,25,75,0,48.2143,22.4026,-15.0923,1.78571,100,0,0,49.8787,0.477711,0,0,80,-167.969,12.7551,439.5,96.4286,0.34951,0.240129,0,0,25,14.3973,48.2143,156.25,0,0,100,1,-34.1797,331.633,44.6429,0.4375,66.6667,33.3333,0,0,21.6518,3.57143,-26.1896,0.351474,0,0,0,100,12.6116,48.2143,3.57143,6,0.8125,0,100,0,0,-34.9507,0.414555,100,0,64.2857,65.4762,0.770833,50,0,0,100,550.567,0,0.56336,0,4.7619,329.861,0,0,0.632566,2,30.9524,0.248236,0.142361,66.6667,52.7569,0.417493,199.653,0.443437,40,0,61.9048,0,0,10.6838,0,100,0,48.4127,0,0,0,94.1176,0,0.684211,35.2941,52.9412,161.588,0,24.4582,47.0588,337.95,0,45.7983,8.82353,14.7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.349,66.6667,47.0588,0.295614,50,0.55531,46.2185,0,360.111,0,0.54419,0.414345,14.7059,110.803,23.5294,166.205,0.236842,41.1765,5.88235,4.70588,0,0,0,0,0,0,61.7647,road-block
46.5909,1.13636,24.2707,0.438829,0.377202,45,25,15,15,45.4545,45.9893,20.5639,1,46.5909,16.8831,82.5758,16.6667,25,58.3333,0,0,47.7273,-8.36873,65.9138,36.3636,0.36732,0.361963,53.3333,0,0,46.6667,0,61.3636,-40.9091,47.2222,63.6364,0.457177,0.565285,30.7692,38.4615,0,30.7692,36.6667,47.7273,-17.4699,62.5,0.553846,0.529587,8.33333,41.6667,50,0,23.3333,51.7241,0.559733,50,50,0,48.2759,3.44828,-181.25,37.931,75,0,0,37.931,0.6644,80,0,20,6.25,-136.742,54.5,82.7586,0.56356,0.396329,0,60,0,10.0862,48.2759,173.973,0.39375,0,100,1,-42.15,266.064,47.1264,0.283333,75,25,0,0,17.069,108.15,256.364,0.598174,50,0,0,50,11.4655,48.2759,66.8103,6.5,0.7875,0,100,0,60,-69.9128,0.447544,100,0,59.0909,93.1818,0.575926,0,0,0,0,468.32,0,0.552632,0,4.54545,220.37,0.35,0,0.595824,2,29.5455,0.254953,0.512849,33.3333,25,0.772917,168.519,0.497727,0,0.247563,72.7273,0.169935,0,31.1111,0.352273,100,0,47.7273,0,70.5882,52.9412,94.1176,0.779412,0.341179,70.5882,55.8824,392.402,0,3.18627,26.4706,381.944,0,0,64.7059,58.8235,0,0,76.4706,0,0,12.0098,52.0833,5.88235,1,0,0,0,47.0588,0,17.3611,50,47.8992,0.1875,67.6471,0.779412,47.0588,0.254902,312.5,0.322917,0.522299,0.420615,14.7059,86.8055,11.7647,225.694,0.902778,38.2353,-22.3529,48.5294,0,47.0588,5.88235,0.20978,26.4706,0.402083,44.1176,road-block
48.7952,9.0186,80.504,0.573533,0.370164,26.8293,51.2195,14.6341,7.31707,60.174,58.5694,20.5519,0,51.2048,-43.8399,78.9157,14.2857,42.8571,42.8571,0,46.8421,48.1928,77.1084,1.7313,25.3012,0.646748,0.264175,40,45,0,15,40.5702,50.6024,-48.1928,1.7313,56.0241,0.119822,0.365014,50,45,0,5,43.4211,48.1928,1.28738,86.4028,0.389584,0.347132,5.26316,47.3684,47.3684,0,33.4795,58.1818,0.445907,12.5,87.5,0,49.0909,75.2727,119.185,89.4545,100,0,0,45.4545,0.441083,0,0,83.3333,199.624,-2.86765,42.5,85.4545,0.272323,0.166885,0,0,0,11.4082,49.0909,103.97,0,0,100,3,-21.8979,183.543,81.3636,0.541715,58.3333,41.6667,0,0,13.6542,110.112,191.865,0.353393,0,25,0,75,10.41,49.0909,105.818,23,0.706495,0,66.6667,0,54.902,168.62,0.325323,100,0,67.0732,83.3333,0.617565,20,0,0,100,265.535,0,0.460057,0,153.715,205.209,0,0,0.665666,3,20.7317,0.168699,0.223246,100,39.0244,0.553695,128.116,0.390244,50,0,19.5122,0,0,249.307,0,100,0,50,0,78.7879,63.6364,83.3333,0.848485,0.414846,21.2121,62.6984,176.389,0,20.101,48.4848,216.26,0,48.4848,45.4545,21.2121,0.257576,0.85,0,0,0,8.38384,0,0,0,0,0,0,87.8788,0.90101,214.815,0,47.2727,0.115926,59.0909,0.597403,48.4848,0.060606,238.889,0.291667,0.457798,0.295794,0,0,1.51515,123.655,0.638582,51.5152,0,45.4545,0,0,0,0,0,0,68.1818,road-block
48.9515,21.9035,91.5393,0.475958,0.509094,17.8571,60.7143,14.2857,7.14286,50.6816,50.2189,30.9256,0,50,-23.057,17.5633,0,22.2222,77.7778,0,33.0601,48.7342,83.371,30.9987,17.7215,0.511225,0.317032,25,56.25,0,18.75,37.7049,49.3671,97.4684,258.379,36.7089,0.272762,0.489888,16.6667,77.7778,0,5.55556,26.2295,48.7342,-14.2155,91.1392,0.715395,0.445931,7.14286,35.7143,57.1429,0,28.4153,57.6923,0.561556,0,100,0,49.0385,1.92308,159.569,78.8462,33.3333,22.2222,44.4444,47.1154,0.534135,16.6667,0,50,232.005,205.083,63,53.2051,0.298433,0.394806,50,0,0,12.3827,49.0385,172.516,0,0,100,3,-13.6553,184.911,88.4615,0.642276,50,50,0,0,14.1651,7.98311,-24.3467,0.387058,0,20,0,80,11.4916,49.0385,136.189,9,0.780488,0,100,0,43.9024,110.195,0.378164,83.3333,0,70.5128,78.4615,0.754085,0,0,0,100,284.822,0,0.308333,0,14.9573,311.111,0,0,0.748779,5,29.4872,0.254375,0.442484,50,41.0256,0.67328,161.111,0.335344,33.3333,0,0,0,0,-54.4061,0.381966,60,0,48.7179,0,87.0968,80.6452,95.1613,0.894624,0.540588,16.129,0,0,0,3.36022,54.8387,381.944,0,48.3871,85.4839,48.0495,0.520652,0.510288,48.3871,0,0,18.0108,34.7222,164.516,13.5,0,0,2,48.3871,0,17.3611,25,45.4493,0.546274,72.5807,0.777918,48.3871,0.129032,321.181,0,0.60672,0.408785,12.9032,86.8055,20.9677,208.333,0.7625,56.4516,0,96.7742,0,0,0,0,0,0,70.9677,road-block
48.4158,-46.4362,62.7692,0.428037,0.282493,21.4286,59.5238,11.9048,7.14286,53.0357,43.5096,26.9966,0,50.625,-6.66667,91.875,0,28.5714,71.4286,0,33.0159,49.375,70.8224,-20.4877,48.75,0.516743,0.319754,21.4286,28.5714,0,50,41.2698,49.375,97.5,10.0781,43.75,0.182093,0.292045,20,53.3333,0,26.6667,52.381,48.75,7.76566,71.25,0.518868,0.28207,0,57.1429,42.8571,0,38.4921,60.3774,0.611929,0,100,0,50.3031,73.4744,189.921,50,72.7273,0,9.09091,48.1132,0.459661,0,0,37.5,-26.8749,29.1391,597,66.0377,0.369692,0.336357,50,0,0,12.0395,49.0566,122.628,0.365079,0,100,3,-9.44822,181.559,58.4906,0.560592,50,50,0,0,15.5885,24.8326,171.897,0.261316,0,80,0,20,12.4438,49.0566,122.993,10.5,0,0,100,0,0,-65.7596,0.388963,80,0,76.25,77.5,0.802297,16.6667,0,0,100,231.25,0,0.325918,33.3333,2.5,187.305,0,0,0.858333,3,25,0.195991,0.35826,40,41.25,0.577124,156.087,0.386808,75,0,30,0,0,356.984,0.234028,100,0,48.75,0,93.75,93.75,96.875,0,0.611539,20.3125,48.9763,256,0,20.625,48.4375,256,0,48.4375,48.4375,21.875,0.218895,0.748704,0,0,0,28.75,0,0,0,0,0,0,93.75,0,-160,33.3333,49.6875,0.474741,57.8125,0.550923,48.4375,0,296,0,0.693147,0.324912,7.8125,16,12.5,104,0.675057,59.375,3.125,10,0,82.261,71.875,0,0,0,70.3125,road-block
47.1698,-28.486,73.9245,0.338798,0.320542,17.1429,51.4286,25.7143,5.71429,51.4286,49.2688,24.7694,0,49.3671,17.796,16.0338,16.6667,33.3333,50,0,23.8095,48.1013,-16.4557,2.51953,43.038,0.520003,0.191258,43.75,50,0,6.25,46.5608,49.3671,98.339,219.239,52.3207,0.252146,0.316319,7.14286,64.2857,0,28.5714,25.3968,47.4684,-1.67968,72.7848,0.466883,0.30064,16.6667,41.6667,41.6667,0,23.2804,55.6604,0.629142,0,100,0,49.0566,5.23717,18.9671,61.0063,50,50,0,47.1698,0.382737,0,0,70,-29.7619,3.55999,472,77.3585,0.333087,0.270697,25,0,0,12.4438,49.0566,121.147,0.218254,0,100,4,-21.1839,187.68,57.5472,0.57619,50,33.3333,16.6667,0,14.0162,33.0383,151.335,0.402351,0,20,0,80,12.7583,49.0566,143.821,129.5,0.733077,0,100,0,0,-68.4051,0.324176,100,0,70.5128,66.6667,0.8,0,0,0,100,249.518,0,0.324833,50,-12.8205,166.493,0.282258,0,0.667468,3,17.9487,0.121795,0.191129,100,43.5897,0.510941,156.087,0.314274,66.6667,0,0,0,0,359.001,0.45584,100,0,48.7179,0,90.3226,87.0968,91.9355,0.903226,0.607716,14.5161,54.8387,210.909,0,20.3871,47.8687,270.222,0,48.3871,46.7742,37.0968,0.366989,0.623556,0,0,0,17.5484,0,0,0,0,0,0,83.871,0.862604,165.333,50,48.3871,0.295111,70.9677,0.769295,48.3871,0.170968,280,0.31,0.424103,0.316322,0,0,29.0323,72,0.575835,53.2258,3.22581,1.6129,0,0,0,0,0,0,72.5807,road-block
49.3939,0.606061,88.5707,0.498776,0.306393,17.5,62.5,10,10,46.4125,51.142,29.2677,0,49.3902,-14.5319,7.92683,6.25,62.5,31.25,0,22.9412,49.3902,-42.6231,-32.4765,25.6098,0.694436,0.338356,7.14286,50,0,42.8571,49.6324,49.3902,97.561,203.961,49.3902,0.26799,0.329347,0,33.3333,0,66.6667,33.8235,49.3902,-2.93288,79.2683,0.695376,0.426873,0,41.1765,58.8235,0,30.1471,55.4545,0.604069,0,100,0,49.4372,-49.8182,120.917,14.5455,100,0,0,44.5455,0.549046,0,0,50,-28.1843,3.30578,146,73.6364,0.300606,0.379259,50,0,0,12.1616,49.0909,172.642,0.37037,0,100,3,-22.6242,171.901,67.2727,0.834074,66.6667,33.3333,0,0,12.3232,119.556,210.956,0.417354,20,0,0,80,11.6768,49.0909,140.681,0.5,0.744444,0,100,0,0,122.559,0.350718,83.3333,0,67.0732,55.2846,0.73901,80,0,0,100,261.314,0,0.300103,0,20.0542,268.166,0.654412,0,0.690549,2,28.0488,0.250871,0.088235,100,39.0244,0.700537,142.734,0.274487,33.3333,0,7.31707,0,0,1.44175,0.448194,80,0,48.7805,0,80.303,66.6667,96.9697,0.406061,0.608918,13.6364,48.4848,306.07,0,20.7632,48.4848,205.761,0,48.4848,45.4545,36.3636,0.394415,0.649937,0,0,0,14.8148,0,0,0,0,0,0,77.2727,0,13.7174,50,48.4848,0.319444,72.7273,0.793746,48.4848,0.291667,267.49,0,0.544192,0.339506,9.09091,54.8697,15.1515,137.174,0.793004,45.4545,0,1.51515,0,0,0,0,0,0,60.6061,road-block
42.0632,16.2913,92.8493,0.372504,0.363204,30.1887,30.1887,28.3019,11.3208,54.9759,49.9395,23.1072,1,53.9604,18.8466,16.3366,14.2857,38.0952,42.8571,4.7619,30.1887,48.0198,105.419,104.45,0.49505,0.422549,0.275836,21.4286,14.2857,0,64.2857,30.8176,48.2111,-18.8267,-3.3076,53.9604,0.265057,0.614377,26.6667,40,0,33.3333,49.5283,54.3823,12.5465,40.9901,0.526735,0.389087,26.6667,46.6667,26.6667,0,25.729,63.4328,0.375427,26.6667,60,0,49.2537,71.6418,59.1837,52.2388,55.5556,0,44.4444,41.0448,0.450361,33.3333,0,66.6667,141.785,1.9632,92,81.3433,0.330358,0.242904,50,12.5,0,6.97228,49.2537,107.057,0,0,100,3,110.402,-6.89958,73.1343,0.251786,57.1429,42.8571,0,0,6.86567,1.49254,-24.2543,0.258644,71.4286,0,0,28.5714,1.02345,87.3134,77.6119,0,0,0,0,0,0,157.189,0.545514,90,0,63,80.4,0.535725,12.5,0,0,100,202.945,0,0.757352,11.1111,0,0,0,0,0.804,3,39,0.368172,0.32953,50,31,0.656354,92.5596,0.4825,40,0,0,0,0,199.243,0.287937,100,0,49,0,68.75,35,96.25,0.816794,0.392505,30,48.75,136.432,0,11.7262,48.75,198.413,0,48.75,48.75,12.5,0,0,0,0,0,9.04762,0,0,0,0,0,0,0,0,-59.9876,66.6667,48.75,0.147321,42.5,0.433233,0,0,0,0,0.661277,0.704699,26.25,187.075,21.9444,96.3719,0.836219,63.75,0,12.5,0,0,0,0,0,0,50,road-block
47.1934,151.076,32.6298,0.465597,0.397513,19.5122,41.4634,19.5122,19.5122,56.8361,51.1955,24.6621,1,51.5789,1.17523,94.7368,18.75,25,56.25,0,28.3981,49.4737,-32.6473,0.362429,3.15789,0.725314,0.267925,0,23.0769,0,76.9231,35.3155,48.3354,-20.3509,-0.314199,44.2105,0.322247,0.560903,22.2222,38.8889,0,38.8889,29.4903,43.1734,12.244,67.3684,0.54386,0.379313,15.7895,47.3684,36.8421,0,33.5922,59.5238,0.338042,50,37.5,0,49.2063,96.8254,-6.65126,42.8571,100,0,0,49.2063,0.408496,10,0,70,146.116,-8.34771,1257.5,51.5873,0.373147,0.299507,50,0,0,6.34921,49.2063,79.8152,0,0,100,4,71.0635,2.51953,57.9365,0.293478,0,100,0,0,8.21256,97.4664,161.254,0.409081,50,20,0,30,1.19623,85.7143,74.6032,0,0,0,0,0,0,-23.5891,0.567276,80,0,71.2766,77.0213,0.481492,20,0,0,100,-16.0958,0,0.625459,0,2.12766,184.544,0.95098,0,0.882979,1,48.9362,0.491392,0.128268,100,48.9362,0.57774,96.1169,0.336879,100,0,44.6809,0,0,2.38993,0.302206,50,0,48.9362,0,82.8947,94.7368,94.4079,0.868188,0.369382,41.0015,48.6842,172.516,0,10.9756,48.6842,150.208,0,48.6842,36.8421,17.1053,0.085526,0.304878,0,0,0,2.43902,0,0,0,0,0,0,0,0,232.005,100,48.6842,0.304878,57.8947,0.620708,19.7368,0.110136,0,0,0.682122,0.778746,38.1579,5.94884,2.63158,59.4884,0.670423,53.9474,0,1.31579,0,0,0,0,0,0,80.2632,road-block
50.0848,-44.4144,30.8969,0.38901,0.294021,28.5714,40.8163,18.3673,12.2449,52.8981,54.3641,19.591,1,51.0526,98.4085,25.7895,5.55556,27.7778,66.6667,0,25.9148,48.9474,1.05263,-57.1429,55.7895,0.628826,0.142279,47.3684,21.0526,0,31.5789,36.4626,50,97.8947,135.147,52.504,0.138297,0.358745,41.1765,35.2941,0,23.5294,29.9048,48.9474,0.90703,86.1404,0.410124,0.430364,26.6667,26.6667,46.6667,0,24,60.3175,0.357876,30,70,0,49.2063,1.5873,1.68589,4.53515,100,0,0,48.4127,0.213418,20,0,70,155.923,-20.4693,569.5,51.3228,0.242681,0.313452,37.5,12.5,0,5.80499,49.2063,64.0306,0,0,100,5,192.558,130.562,87.3016,0,100,0,0,0,8.73016,-3.81863,-18.9319,0.42592,45.4545,0,0,54.5455,6.30385,49.2063,144.859,4.5,0.81131,0,100,0,48.9286,-22.449,0.432384,100,0,73.4043,96.8085,0.73917,57.1429,0,0,100,210.503,0,0.464445,20,133.443,176.845,0.788462,0,0.674054,3,34.0426,0.324461,0.185256,100,44.6809,0.314412,109.928,0.513263,40,0,53.1915,0,100,210.799,0.067376,100,0,48.9362,0,88.1579,81.5789,97.3684,0.887914,0.380659,38.7502,48.6842,96.3719,0,9.64912,48.6842,107.71,0,38.1579,90.7895,22.3684,0.289474,0.811905,0,0,0,0,0,0,0,0,0,0,0,0,-101.271,40,48.6842,0.089286,63.1579,0.66106,48.6842,0.156579,192.744,0.363095,0.56662,0.47381,18.4211,5.66893,34.2105,50.7314,0.457785,59.2105,0,13.1579,0,0,0,0,0,0,80.2632,road-block
43.3333,-18.9108,46.0776,0.382519,0.305481,31.3725,33.3333,21.5686,13.7255,49.6023,49.6184,19.4762,1,50.5556,0.207177,68.2222,16.6667,11.1111,72.2222,0,26.6138,55.5556,-0.129531,-18.5859,28.3333,0.541849,0.182637,31.5789,15.7895,0,52.6316,29.5238,50.5556,97.7778,131.24,55,0.429986,0.40518,30,35,0,35,29.3651,47.7778,7.65702,20.7407,0.389284,0.397675,23.5294,47.0588,29.4118,0,30.3704,53.3333,0.379034,11.1111,88.8889,0,49.1667,45.5791,-13.6692,92.5,50,33.3333,16.6667,46.6667,0.294583,30.7692,0,69.2308,148.536,-19.2935,108,82.5,0.521007,0.385456,25,0,0,5.45238,49.1667,94.9283,0.361905,0,100,3,-39.4988,143.354,93.3333,0,100,0,0,0,9.42857,-6.35531,-24.9608,0.473888,10,0,0,90,6.78571,49.1667,60.9804,7.5,0,0,100,0,48.5714,-14.5773,0.581067,62.5,0,77.7778,97.7778,0.52777,75,0.305556,0.145032,100,197.531,0,0.382679,0,3.30749,163.152,0.735577,0,0.848148,3,35.5556,0.331253,0.16039,33.3333,40,0.465819,94.3047,0.478085,83.3333,0,0,0,0,-5.97539,0.138889,100,0,48.8889,0,80.5556,57.7161,95.8333,0.809028,0.340091,20.8333,56.9444,152.031,0,9.78836,48.6111,193.007,0,33.3333,81.9444,29.1667,0.369444,0.807143,0,0,0,11.1772,0,0,0,0,0,0,0,0,-81.4909,100,25,0.104277,68.0556,0.7188,48.6111,0.235494,201.247,0,0.68529,0.61526,25,5.66893,2.22222,68.5941,0.637944,61.1111,2.77778,6.94444,0,0,0,0,0,0,69.4444,road-block
